ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude,source_url
Mathare,2020-11-28 00:00:00,8.42,26.48,0.61,87.82,19.45,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-11-29 00:00:00,9.11,29.8,0.68,87.95,27.46,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-11-30 00:00:00,0.66,6.72,0.55,74.74,22.03,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-01 00:00:00,2.9,11.31,0.79,79.23,22.96,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-02 00:00:00,9.65,31.52,0.31,68.85,23.55,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-03 00:00:00,0.99,4.41,0.51,62.84,21.06,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-04 00:00:00,4.33,13.57,0.42,88.37,22.58,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-05 00:00:00,2.38,11.87,0.57,76.44,27.01,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-06 00:00:00,4.43,17.55,0.45,89.5,26.66,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-07 00:00:00,2.26,9.17,0.48,87.37,19.29,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-08 00:00:00,2.6,8.73,0.73,68.44,26.7,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-09 00:00:00,7.31,24.75,0.75,79.55,22.31,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-10 00:00:00,5.44,18.34,0.6,89.29,18.17,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-11 00:00:00,4.76,18.91,0.68,74.01,26.35,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-12 00:00:00,0.9,3.1,0.5,78.25,24.58,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-13 00:00:00,6.38,21.16,0.63,69.74,27.22,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-14 00:00:00,7.21,25.98,0.44,61.86,19.24,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-15 00:00:00,1.0,3.02,0.63,61.07,18.5,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-16 00:00:00,2.98,9.76,0.34,62.43,18.22,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-17 00:00:00,5.96,22.49,0.47,78.3,24.23,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-18 00:00:00,3.33,10.54,0.66,70.64,18.5,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-19 00:00:00,3.23,11.48,0.39,79.11,20.64,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-20 00:00:00,7.64,27.83,0.5,89.2,18.34,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-21 00:00:00,0.59,4.66,0.59,68.45,23.56,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-22 00:00:00,9.74,33.5,0.41,69.16,18.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-23 00:00:00,5.31,18.9,0.3,84.23,27.8,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-24 00:00:00,9.87,30.05,0.44,69.39,23.34,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-25 00:00:00,2.51,10.32,0.45,60.47,25.49,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-26 00:00:00,3.41,10.74,0.77,86.8,27.61,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-27 00:00:00,4.58,16.81,0.62,77.77,22.5,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-28 00:00:00,1.24,3.93,0.67,84.52,20.96,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-29 00:00:00,2.0,8.33,0.39,62.62,20.42,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-30 00:00:00,6.39,22.61,0.31,79.88,25.07,-1.2583,36.8573,https://openweathermap.org/
Mathare,2020-12-31 00:00:00,6.57,24.62,0.51,84.56,27.25,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-01 00:00:00,0.7,2.99,0.03,56.43,24.26,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-02 00:00:00,1.02,3.75,0.27,45.21,16.72,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-03 00:00:00,0.07,0.8,0.11,40.55,18.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-04 00:00:00,1.4,4.8,0.23,60.85,22.1,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-05 00:00:00,1.18,4.54,0.03,46.98,23.99,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-06 00:00:00,1.06,3.94,0.12,52.52,23.16,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-07 00:00:00,1.09,3.68,0.26,58.84,19.82,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-08 00:00:00,1.48,5.37,0.06,65.75,20.69,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-09 00:00:00,1.78,5.97,0.26,54.77,20.93,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-10 00:00:00,1.56,5.31,0.12,60.14,20.08,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-11 00:00:00,1.01,3.74,0.03,58.97,23.48,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-12 00:00:00,0.48,1.73,0.14,66.92,15.99,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-13 00:00:00,1.0,3.71,0.14,69.98,17.58,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-14 00:00:00,0.03,1.07,0.02,66.55,18.15,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-15 00:00:00,1.03,3.17,0.28,47.96,16.33,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-16 00:00:00,1.0,3.13,0.2,46.63,21.89,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-17 00:00:00,0.07,0.47,0.09,63.41,16.68,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-18 00:00:00,0.26,0.98,0.25,57.32,15.4,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-19 00:00:00,1.55,5.1,0.15,61.28,19.82,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-20 00:00:00,0.88,3.16,0.08,47.04,15.07,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-21 00:00:00,1.42,4.86,0.23,66.4,16.65,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-22 00:00:00,0.39,2.12,0.15,46.45,21.27,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-23 00:00:00,0.17,1.22,0.0,44.57,16.21,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-24 00:00:00,0.08,0.98,0.29,47.49,24.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-25 00:00:00,1.36,4.8,0.21,44.61,20.09,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-26 00:00:00,1.6,5.09,0.14,41.35,18.39,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-27 00:00:00,1.25,4.23,0.18,51.57,16.11,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-28 00:00:00,1.48,5.18,0.18,62.61,18.6,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-29 00:00:00,1.26,4.21,0.28,46.15,18.94,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-30 00:00:00,1.43,4.76,0.3,44.07,15.84,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-01-31 00:00:00,1.51,5.12,0.06,46.49,16.75,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-01 00:00:00,1.61,4.86,0.22,61.77,19.8,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-02 00:00:00,0.03,0.93,0.04,58.46,21.13,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-03 00:00:00,0.38,1.19,0.15,51.44,20.8,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-04 00:00:00,0.8,3.4,0.0,57.02,19.19,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-05 00:00:00,1.38,4.23,0.06,41.1,24.84,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-06 00:00:00,1.39,4.74,0.05,63.51,19.2,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-07 00:00:00,0.64,2.62,0.23,63.08,21.76,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-08 00:00:00,0.27,1.31,0.21,41.17,24.15,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-09 00:00:00,1.16,3.57,0.15,54.65,20.65,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-10 00:00:00,1.51,4.72,0.04,60.59,23.34,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-11 00:00:00,0.64,2.87,0.29,65.97,15.63,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-12 00:00:00,0.63,1.95,0.21,48.14,18.72,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-13 00:00:00,0.22,1.26,0.15,40.46,24.37,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-14 00:00:00,0.49,1.96,0.11,42.73,20.9,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-15 00:00:00,0.55,2.64,0.27,66.25,19.28,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-16 00:00:00,1.29,4.59,0.23,52.73,24.13,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-17 00:00:00,0.57,2.57,0.12,48.2,15.99,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-18 00:00:00,0.43,1.76,0.11,48.97,23.83,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-19 00:00:00,0.4,1.41,0.2,68.34,15.44,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-20 00:00:00,0.88,3.62,0.19,47.37,24.29,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-21 00:00:00,1.4,4.99,0.11,57.21,16.75,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-22 00:00:00,0.31,1.0,0.16,43.67,23.3,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-23 00:00:00,0.79,2.93,0.09,68.19,17.75,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-24 00:00:00,1.83,5.73,0.23,63.05,21.07,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-25 00:00:00,0.63,2.84,0.21,56.75,16.54,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-26 00:00:00,0.27,1.61,0.25,47.28,21.14,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-27 00:00:00,1.83,5.55,0.1,47.26,18.77,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-02-28 00:00:00,0.86,2.94,0.23,59.21,15.95,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-01 00:00:00,7.43,26.14,0.67,84.66,26.44,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-02 00:00:00,1.21,7.07,0.52,75.81,26.4,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-03 00:00:00,0.67,4.27,0.52,83.12,22.86,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-04 00:00:00,9.73,33.07,0.65,69.11,27.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-05 00:00:00,1.65,9.12,0.31,60.76,20.1,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-06 00:00:00,7.91,24.93,0.43,81.55,22.07,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-07 00:00:00,7.17,22.28,0.73,82.89,22.67,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-08 00:00:00,0.73,6.52,0.59,85.35,19.54,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-09 00:00:00,6.75,22.53,0.32,76.37,19.02,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-10 00:00:00,1.72,8.46,0.55,70.7,21.72,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-11 00:00:00,0.79,4.02,0.36,66.02,26.7,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-12 00:00:00,8.83,28.55,0.47,75.37,19.86,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-13 00:00:00,6.98,23.16,0.44,66.18,23.6,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-14 00:00:00,3.84,12.81,0.54,73.89,19.84,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-15 00:00:00,8.9,29.89,0.56,80.33,22.77,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-16 00:00:00,1.92,6.4,0.53,64.18,27.85,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-17 00:00:00,2.47,10.38,0.69,68.35,24.57,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-18 00:00:00,6.77,20.74,0.5,65.45,22.1,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-19 00:00:00,0.8,4.67,0.47,84.17,20.46,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-20 00:00:00,4.31,15.14,0.33,62.32,21.22,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-21 00:00:00,2.58,12.58,0.62,64.16,25.69,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-22 00:00:00,2.56,9.94,0.53,80.71,20.19,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-23 00:00:00,0.64,2.1,0.31,61.88,24.71,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-24 00:00:00,6.32,20.71,0.37,64.06,25.41,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-25 00:00:00,9.92,29.97,0.71,72.1,20.14,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-26 00:00:00,0.76,2.57,0.34,68.94,22.26,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-27 00:00:00,8.57,27.21,0.46,69.83,24.63,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-28 00:00:00,2.81,8.55,0.34,82.3,22.08,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-29 00:00:00,7.34,22.5,0.35,76.31,24.31,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-30 00:00:00,6.31,21.17,0.74,67.01,22.76,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-03-31 00:00:00,0.01,0.5,0.49,62.04,26.99,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-01 00:00:00,3.99,13.46,0.41,78.29,19.89,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-02 00:00:00,5.6,20.82,0.52,66.16,26.69,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-03 00:00:00,5.13,19.7,0.43,67.05,21.7,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-04 00:00:00,2.02,10.31,0.48,67.22,27.75,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-05 00:00:00,1.37,4.25,0.4,81.22,20.32,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-06 00:00:00,8.32,26.51,0.6,67.54,21.8,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-07 00:00:00,3.8,15.03,0.47,65.89,22.55,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-08 00:00:00,2.16,8.7,0.43,63.15,18.66,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-09 00:00:00,9.85,30.87,0.35,77.25,25.4,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-10 00:00:00,1.35,6.89,0.32,67.65,24.98,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-11 00:00:00,0.98,3.48,0.48,83.73,20.04,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-12 00:00:00,4.62,14.85,0.46,84.14,23.56,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-13 00:00:00,3.12,11.12,0.72,81.51,21.55,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-14 00:00:00,3.42,11.36,0.6,80.33,22.01,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-15 00:00:00,9.71,32.61,0.76,77.04,18.27,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-16 00:00:00,6.27,19.86,0.36,82.46,23.44,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-17 00:00:00,6.37,21.53,0.56,65.89,27.48,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-18 00:00:00,4.81,17.37,0.34,73.06,22.22,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-19 00:00:00,8.1,25.55,0.64,64.4,18.42,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-20 00:00:00,2.99,9.63,0.63,64.54,27.41,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-21 00:00:00,9.43,29.58,0.39,64.74,21.94,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-22 00:00:00,5.03,16.28,0.4,87.91,20.58,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-23 00:00:00,5.39,19.92,0.54,70.51,25.3,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-24 00:00:00,3.11,13.0,0.71,84.75,22.67,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-25 00:00:00,4.14,13.3,0.71,69.12,23.39,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-26 00:00:00,7.21,23.55,0.77,70.38,25.28,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-27 00:00:00,9.71,30.55,0.71,80.68,24.74,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-28 00:00:00,5.8,21.13,0.61,81.31,26.03,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-29 00:00:00,3.4,10.81,0.73,68.75,24.14,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-04-30 00:00:00,1.17,6.41,0.34,77.25,27.48,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-01 00:00:00,5.72,19.43,0.31,69.19,26.24,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-02 00:00:00,2.77,11.38,0.34,82.4,18.54,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-03 00:00:00,7.96,24.3,0.31,62.2,19.3,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-04 00:00:00,10.0,30.72,0.47,87.9,22.87,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-05 00:00:00,3.68,14.91,0.58,69.44,21.36,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-06 00:00:00,0.36,2.8,0.51,64.58,19.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-07 00:00:00,5.27,20.11,0.54,65.64,19.57,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-08 00:00:00,8.08,25.83,0.69,66.27,25.9,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-09 00:00:00,6.92,21.17,0.41,88.49,23.24,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-10 00:00:00,7.78,28.14,0.32,71.27,27.13,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-11 00:00:00,6.94,22.37,0.63,68.03,22.25,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-12 00:00:00,6.7,22.22,0.5,77.51,19.12,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-13 00:00:00,3.4,14.17,0.45,63.99,22.79,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-14 00:00:00,5.47,16.5,0.37,63.38,22.02,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-15 00:00:00,2.2,7.54,0.44,76.8,18.69,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-16 00:00:00,6.03,20.27,0.77,78.44,21.12,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-17 00:00:00,2.59,10.72,0.47,66.65,21.65,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-18 00:00:00,8.02,26.26,0.74,78.7,26.91,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-19 00:00:00,2.14,9.57,0.75,87.71,20.44,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-20 00:00:00,9.51,31.16,0.65,75.36,22.62,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-21 00:00:00,1.26,8.14,0.68,68.32,18.64,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-22 00:00:00,9.65,29.14,0.64,61.95,18.65,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-23 00:00:00,5.31,19.8,0.32,74.37,21.66,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-24 00:00:00,8.11,26.64,0.75,75.67,26.8,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-25 00:00:00,4.33,17.94,0.72,83.0,19.17,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-26 00:00:00,2.19,9.9,0.43,79.54,26.55,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-27 00:00:00,0.78,6.02,0.59,83.88,22.64,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-28 00:00:00,2.81,11.36,0.63,68.28,20.56,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-29 00:00:00,6.71,22.39,0.66,73.95,22.84,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-30 00:00:00,1.9,10.64,0.56,87.93,20.32,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-05-31 00:00:00,7.74,24.34,0.52,83.82,21.51,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-01 00:00:00,1.36,4.28,0.12,42.18,24.82,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-02 00:00:00,1.73,5.73,0.14,47.67,24.74,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-03 00:00:00,0.5,2.16,0.16,57.07,18.5,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-04 00:00:00,1.19,4.33,0.07,61.33,20.16,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-05 00:00:00,1.51,5.03,0.01,50.55,22.91,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-06 00:00:00,0.87,2.62,0.28,63.36,18.05,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-07 00:00:00,1.45,4.72,0.2,62.69,19.94,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-08 00:00:00,0.48,2.3,0.03,46.61,20.66,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-09 00:00:00,1.07,3.71,0.3,58.62,21.49,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-10 00:00:00,1.22,4.02,0.05,49.33,19.2,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-11 00:00:00,0.56,2.46,0.21,54.48,22.32,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-12 00:00:00,1.93,6.58,0.12,41.23,19.28,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-13 00:00:00,0.25,0.9,0.24,42.73,17.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-14 00:00:00,1.73,5.38,0.17,60.1,22.23,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-15 00:00:00,0.8,2.59,0.2,69.78,19.86,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-16 00:00:00,0.71,2.48,0.04,49.36,18.87,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-17 00:00:00,1.92,6.41,0.21,43.62,15.07,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-18 00:00:00,1.43,5.21,0.17,63.78,21.95,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-19 00:00:00,1.95,5.89,0.19,43.55,22.73,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-20 00:00:00,0.72,2.81,0.11,49.93,19.48,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-21 00:00:00,0.07,0.55,0.1,55.34,23.2,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-22 00:00:00,0.72,2.75,0.12,48.24,17.92,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-23 00:00:00,1.26,4.38,0.01,53.07,19.81,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-24 00:00:00,0.97,3.18,0.2,43.63,21.26,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-25 00:00:00,0.05,0.37,0.05,52.59,19.87,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-26 00:00:00,0.12,0.89,0.03,46.69,21.19,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-27 00:00:00,1.34,4.08,0.17,56.81,18.75,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-28 00:00:00,1.73,6.0,0.21,45.92,16.79,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-29 00:00:00,0.73,3.13,0.12,67.02,18.68,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-06-30 00:00:00,1.49,4.93,0.2,48.41,17.67,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-01 00:00:00,0.7,2.22,0.29,45.36,17.53,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-02 00:00:00,1.88,5.88,0.08,41.23,20.18,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-03 00:00:00,1.14,4.38,0.26,45.87,18.14,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-04 00:00:00,1.12,3.39,0.06,40.58,16.94,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-05 00:00:00,1.19,3.6,0.22,41.78,15.27,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-06 00:00:00,1.98,6.46,0.01,66.71,15.17,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-07 00:00:00,0.71,3.11,0.16,44.25,18.02,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-08 00:00:00,0.88,3.58,0.13,40.25,22.83,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-09 00:00:00,1.61,5.11,0.02,69.12,16.36,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-10 00:00:00,0.16,1.01,0.29,58.21,22.9,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-11 00:00:00,1.71,5.55,0.08,42.9,18.82,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-12 00:00:00,0.26,1.43,0.01,47.09,17.87,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-13 00:00:00,1.84,5.58,0.04,61.96,18.82,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-14 00:00:00,1.96,6.8,0.18,44.1,24.78,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-15 00:00:00,0.46,1.8,0.03,50.06,19.79,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-16 00:00:00,0.1,1.05,0.09,59.57,15.4,-1.2583,36.8573,https://openweathermap.org/
Mathare,2021-07-17 00:00:00,0.3,0.98,0.28,42.65,18.26,-1.2583,36.8573,https://openweathermap.org/
