ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude
Makadara,2022-09-03 00:00:00,0.28,1.24,0.2,52.94,21.91,-1.2906,36.8575
Makadara,2022-09-04 00:00:00,1.25,4.52,0.22,59.91,18.44,-1.2906,36.8575
Makadara,2022-09-05 00:00:00,1.83,6.49,0.03,43.13,20.09,-1.2906,36.8575
Makadara,2022-09-06 00:00:00,0.63,2.02,0.29,55.73,23.45,-1.2906,36.8575
Makadara,2022-09-07 00:00:00,0.12,1.1,0.08,51.71,19.38,-1.2906,36.8575
Makadara,2022-09-08 00:00:00,0.99,3.24,0.23,66.46,23.44,-1.2906,36.8575
Makadara,2022-09-09 00:00:00,1.77,5.76,0.24,67.8,17.23,-1.2906,36.8575
Makadara,2022-09-10 00:00:00,0.96,3.31,0.2,55.34,22.26,-1.2906,36.8575
Makadara,2022-09-11 00:00:00,1.65,5.71,0.1,56.54,15.34,-1.2906,36.8575
Makadara,2022-09-12 00:00:00,0.96,2.99,0.15,61.56,23.27,-1.2906,36.8575
Makadara,2022-09-13 00:00:00,1.62,5.43,0.1,49.48,17.42,-1.2906,36.8575
Makadara,2022-09-14 00:00:00,0.81,3.11,0.12,44.37,21.49,-1.2906,36.8575
Makadara,2022-09-15 00:00:00,0.4,2.03,0.14,69.9,23.05,-1.2906,36.8575
Makadara,2022-09-16 00:00:00,1.21,3.8,0.09,51.3,23.19,-1.2906,36.8575
Makadara,2022-09-17 00:00:00,1.04,3.21,0.23,51.87,15.16,-1.2906,36.8575
Makadara,2022-09-18 00:00:00,1.1,4.28,0.2,49.39,22.47,-1.2906,36.8575
Makadara,2022-09-19 00:00:00,1.5,5.06,0.11,57.69,22.18,-1.2906,36.8575
Makadara,2022-09-20 00:00:00,0.4,2.06,0.28,56.04,23.92,-1.2906,36.8575
Makadara,2022-09-21 00:00:00,1.13,4.17,0.23,64.35,16.28,-1.2906,36.8575
Makadara,2022-09-22 00:00:00,1.26,4.2,0.04,56.46,16.44,-1.2906,36.8575
Makadara,2022-09-23 00:00:00,1.54,4.81,0.19,40.69,15.37,-1.2906,36.8575
Makadara,2022-09-24 00:00:00,0.02,1.05,0.06,58.88,24.75,-1.2906,36.8575
Makadara,2022-09-25 00:00:00,0.82,2.74,0.07,45.46,22.7,-1.2906,36.8575
Makadara,2022-09-26 00:00:00,1.34,4.1,0.12,42.08,18.75,-1.2906,36.8575
Makadara,2022-09-27 00:00:00,1.29,4.21,0.08,64.46,24.57,-1.2906,36.8575
Makadara,2022-09-28 00:00:00,0.71,2.3,0.29,56.01,22.93,-1.2906,36.8575
Makadara,2022-09-29 00:00:00,0.97,3.1,0.22,67.12,20.29,-1.2906,36.8575
Makadara,2022-09-30 00:00:00,0.55,2.51,0.19,46.32,24.1,-1.2906,36.8575
Makadara,2022-10-01 00:00:00,4.66,16.01,0.67,88.2,20.9,-1.2906,36.8575
Makadara,2022-10-02 00:00:00,2.24,8.42,0.34,83.43,25.73,-1.2906,36.8575
Makadara,2022-10-03 00:00:00,1.38,7.9,0.35,88.41,26.42,-1.2906,36.8575
Makadara,2022-10-04 00:00:00,2.38,8.48,0.42,72.46,20.68,-1.2906,36.8575
Makadara,2022-10-05 00:00:00,5.67,19.37,0.33,63.17,24.88,-1.2906,36.8575
Makadara,2022-10-06 00:00:00,6.41,20.7,0.48,66.48,19.38,-1.2906,36.8575
Makadara,2022-10-07 00:00:00,7.66,24.72,0.51,89.69,22.04,-1.2906,36.8575
Makadara,2022-10-08 00:00:00,5.63,19.08,0.74,61.75,26.64,-1.2906,36.8575
Makadara,2022-10-09 00:00:00,8.01,28.47,0.7,84.95,24.14,-1.2906,36.8575
Makadara,2022-10-10 00:00:00,6.54,24.44,0.71,64.23,18.34,-1.2906,36.8575
Makadara,2022-10-11 00:00:00,6.97,23.75,0.31,71.81,26.23,-1.2906,36.8575
Makadara,2022-10-12 00:00:00,9.31,30,0.59,77.02,26.77,-1.2906,36.8575
Makadara,2022-10-13 00:00:00,0.55,4.82,0.68,86.94,18.42,-1.2906,36.8575
Makadara,2022-10-14 00:00:00,0.56,2.79,0.68,83.38,21.33,-1.2906,36.8575
Makadara,2022-10-15 00:00:00,1.46,8.49,0.78,75.98,23.72,-1.2906,36.8575
Makadara,2022-10-16 00:00:00,0.69,5.3,0.77,60.73,23.26,-1.2906,36.8575
Makadara,2022-10-17 00:00:00,1.74,8.09,0.74,82.63,24.22,-1.2906,36.8575
Makadara,2022-10-18 00:00:00,1.95,9.37,0.54,80.29,24.3,-1.2906,36.8575
Makadara,2022-10-19 00:00:00,8.62,25.92,0.57,66.68,27.45,-1.2906,36.8575
Makadara,2022-10-20 00:00:00,8.57,29.08,0.78,76.85,20.54,-1.2906,36.8575
Makadara,2022-10-21 00:00:00,8.82,30.96,0.71,61.01,20.85,-1.2906,36.8575
Makadara,2022-10-22 00:00:00,0.25,3.28,0.65,87.02,20.59,-1.2906,36.8575
Makadara,2022-10-23 00:00:00,6.52,22.93,0.52,63.35,24.59,-1.2906,36.8575
Makadara,2022-10-24 00:00:00,7.25,25.44,0.35,66.48,21.98,-1.2906,36.8575
Makadara,2022-10-25 00:00:00,5.22,16.15,0.65,72.7,19.9,-1.2906,36.8575
Makadara,2022-10-26 00:00:00,8,25.28,0.78,67.17,23.4,-1.2906,36.8575
Makadara,2022-10-27 00:00:00,2.18,6.63,0.7,65.63,18.1,-1.2906,36.8575
Makadara,2022-10-28 00:00:00,8.86,29.91,0.64,64.05,24.97,-1.2906,36.8575
Makadara,2022-10-29 00:00:00,1.43,7.86,0.36,82.21,23.33,-1.2906,36.8575
Makadara,2022-10-30 00:00:00,2.75,11.28,0.4,82.57,26.61,-1.2906,36.8575
Makadara,2022-10-31 00:00:00,1.8,9.29,0.64,75.95,23.75,-1.2906,36.8575
Makadara,2022-11-01 00:00:00,6.97,24.25,0.56,76.17,24.69,-1.2906,36.8575
Makadara,2022-11-02 00:00:00,8.35,29.63,0.37,63.68,26.88,-1.2906,36.8575
Makadara,2022-11-03 00:00:00,8.69,29.31,0.38,81.24,21.11,-1.2906,36.8575
Makadara,2022-11-04 00:00:00,0.35,2.25,0.66,61.46,25.26,-1.2906,36.8575
Makadara,2022-11-05 00:00:00,6.14,19.6,0.44,78.08,23.43,-1.2906,36.8575
Makadara,2022-11-06 00:00:00,1.64,7.99,0.76,78.23,24.52,-1.2906,36.8575
Makadara,2022-11-07 00:00:00,5.39,19.29,0.78,80.87,21.73,-1.2906,36.8575
Makadara,2022-11-08 00:00:00,1.62,6.77,0.62,88.9,20.4,-1.2906,36.8575
Makadara,2022-11-09 00:00:00,3.01,11.49,0.63,71.81,19.39,-1.2906,36.8575
Makadara,2022-11-10 00:00:00,0.99,5.45,0.77,65.77,18.27,-1.2906,36.8575
Makadara,2022-11-11 00:00:00,2.94,13.77,0.6,71.19,20.33,-1.2906,36.8575
Makadara,2022-11-12 00:00:00,6.32,22.41,0.37,89.13,18.19,-1.2906,36.8575
Makadara,2022-11-13 00:00:00,1.45,6.66,0.53,61.22,26.3,-1.2906,36.8575
Makadara,2022-11-14 00:00:00,8.84,28.46,0.6,68.25,23.26,-1.2906,36.8575
Makadara,2022-11-15 00:00:00,8.76,27.22,0.54,63.85,27.65,-1.2906,36.8575
Makadara,2022-11-16 00:00:00,8.57,26.97,0.41,72.47,23.6,-1.2906,36.8575
Makadara,2022-11-17 00:00:00,8.87,29.21,0.44,85.02,27.06,-1.2906,36.8575
Makadara,2022-11-18 00:00:00,0.79,4.28,0.64,60.08,23.05,-1.2906,36.8575
Makadara,2022-11-19 00:00:00,1.11,4.34,0.69,66.46,27.4,-1.2906,36.8575
Makadara,2022-11-20 00:00:00,2.14,8.12,0.61,62.08,19.25,-1.2906,36.8575
Makadara,2022-11-21 00:00:00,4.47,18.21,0.75,85.32,24.99,-1.2906,36.8575
Makadara,2022-11-22 00:00:00,6.03,21.66,0.45,73.17,22.67,-1.2906,36.8575
Makadara,2022-11-23 00:00:00,2.91,10.64,0.54,67.6,27.32,-1.2906,36.8575
Makadara,2022-11-24 00:00:00,5.16,15.71,0.48,72.14,24.97,-1.2906,36.8575
Makadara,2022-11-25 00:00:00,4.96,17.88,0.78,68.34,22.02,-1.2906,36.8575
Makadara,2022-11-26 00:00:00,6.42,22.97,0.78,84.51,19.54,-1.2906,36.8575
Makadara,2022-11-27 00:00:00,2.22,7.01,0.53,83.91,27.66,-1.2906,36.8575
Makadara,2022-11-28 00:00:00,4.38,17.17,0.44,62.81,21.63,-1.2906,36.8575
Makadara,2022-11-29 00:00:00,4.54,15.09,0.54,63.67,22.59,-1.2906,36.8575
Makadara,2022-11-30 00:00:00,5.01,16.94,0.59,83.34,22.78,-1.2906,36.8575
Makadara,2022-12-01 00:00:00,1.3,6.6,0.73,82.42,22.73,-1.2906,36.8575
Makadara,2022-12-02 00:00:00,8.65,29.88,0.7,61.34,23.73,-1.2906,36.8575
Makadara,2022-12-03 00:00:00,5.61,18.42,0.54,64.2,20.03,-1.2906,36.8575
Makadara,2022-12-04 00:00:00,1.72,6.39,0.48,78.23,22.92,-1.2906,36.8575
Makadara,2022-12-05 00:00:00,5.04,19.62,0.54,70.62,27.63,-1.2906,36.8575
Makadara,2022-12-06 00:00:00,7.92,24.03,0.37,70.31,20.27,-1.2906,36.8575
Makadara,2022-12-07 00:00:00,5.35,19.84,0.79,85.62,23.65,-1.2906,36.8575
Makadara,2022-12-08 00:00:00,3.99,13.33,0.39,68.39,20.42,-1.2906,36.8575
Makadara,2022-12-09 00:00:00,1.77,8.67,0.74,85.3,18.03,-1.2906,36.8575
Makadara,2022-12-10 00:00:00,2.64,11.02,0.32,61.09,27.24,-1.2906,36.8575
Makadara,2022-12-11 00:00:00,8.73,27.93,0.47,77.31,26.56,-1.2906,36.8575
Makadara,2022-12-12 00:00:00,7.81,26.71,0.66,69.63,21.1,-1.2906,36.8575
Makadara,2022-12-13 00:00:00,8.81,28.16,0.74,83.8,21.37,-1.2906,36.8575
Makadara,2022-12-14 00:00:00,9.06,32.03,0.64,76.27,22.21,-1.2906,36.8575
Makadara,2022-12-15 00:00:00,9.71,31.85,0.56,60.12,22.49,-1.2906,36.8575
Makadara,2022-12-16 00:00:00,2.01,10.18,0.33,85.67,18.41,-1.2906,36.8575
Makadara,2022-12-17 00:00:00,5.42,19.95,0.64,77.64,19.38,-1.2906,36.8575
Makadara,2022-12-18 00:00:00,6.19,19.34,0.37,84.43,19.94,-1.2906,36.8575
Makadara,2022-12-19 00:00:00,2.99,10.22,0.67,76.14,23.38,-1.2906,36.8575
Makadara,2022-12-20 00:00:00,5.38,16.36,0.6,63.41,25.75,-1.2906,36.8575
Makadara,2022-12-21 00:00:00,2.43,11.35,0.65,70.86,22.37,-1.2906,36.8575
Makadara,2022-12-22 00:00:00,8.02,24.56,0.48,67.97,25.18,-1.2906,36.8575
Makadara,2022-12-23 00:00:00,6.18,20.45,0.63,61.62,22.33,-1.2906,36.8575
Makadara,2022-12-24 00:00:00,0.69,2.64,0.56,69.13,21.31,-1.2906,36.8575
Makadara,2022-12-25 00:00:00,9.08,31.2,0.74,89.6,22.95,-1.2906,36.8575
Makadara,2022-12-26 00:00:00,7.68,27.46,0.69,63.61,19.17,-1.2906,36.8575
Makadara,2022-12-27 00:00:00,1.57,5.36,0.68,66.09,20.41,-1.2906,36.8575
Makadara,2022-12-28 00:00:00,6.68,20.71,0.63,84.4,21.83,-1.2906,36.8575
Makadara,2022-12-29 00:00:00,0.88,5.25,0.56,71.91,18.38,-1.2906,36.8575
Makadara,2022-12-30 00:00:00,1.03,4.24,0.6,84.65,19.69,-1.2906,36.8575
Makadara,2022-12-31 00:00:00,9.01,30.36,0.43,79.28,20.77,-1.2906,36.8575
Kamukunji,2020-01-01 00:00:00,1.79,5.71,0.24,57.37,24.21,-1.2833,36.85
Kamukunji,2020-01-02 00:00:00,1.78,6.17,0.09,62.03,22.66,-1.2833,36.85
Kamukunji,2020-01-03 00:00:00,0.76,2.74,0.04,60.41,18.42,-1.2833,36.85
Kamukunji,2020-01-04 00:00:00,1.05,4.11,0.01,56.5,24.39,-1.2833,36.85
Kamukunji,2020-01-05 00:00:00,0.78,2.49,0.18,61.37,19.64,-1.2833,36.85
Kamukunji,2020-01-06 00:00:00,0.66,2.6,0.1,54.53,21.53,-1.2833,36.85
Kamukunji,2020-01-07 00:00:00,0.66,2.05,0.06,68.78,16.87,-1.2833,36.85
Kamukunji,2020-01-08 00:00:00,1.36,4.16,0.2,61.95,20.3,-1.2833,36.85
Kamukunji,2020-01-09 00:00:00,1.26,4.27,0.16,50.73,24.31,-1.2833,36.85
Kamukunji,2020-01-10 00:00:00,0.95,2.88,0.11,53.58,23.18,-1.2833,36.85
Kamukunji,2020-01-11 00:00:00,1.11,3.46,0.16,69.02,17.69,-1.2833,36.85
Kamukunji,2020-01-12 00:00:00,0.11,1.16,0.27,60.87,24.24,-1.2833,36.85
Kamukunji,2020-01-13 00:00:00,0.02,0.07,0.22,66.17,16.9,-1.2833,36.85
Kamukunji,2020-01-14 00:00:00,0.09,0.28,0.14,46.55,23.83,-1.2833,36.85
Kamukunji,2020-01-15 00:00:00,1.29,4.63,0.02,50.39,20.88,-1.2833,36.85
Kamukunji,2020-01-16 00:00:00,0.99,3.77,0.01,46.58,23.17,-1.2833,36.85
Kamukunji,2020-01-17 00:00:00,0.7,2.73,0.12,53.58,16.64,-1.2833,36.85
Kamukunji,2020-01-18 00:00:00,0.92,2.86,0.18,40.43,20.17,-1.2833,36.85
Kamukunji,2020-01-19 00:00:00,0.59,2.38,0.02,41.23,19.87,-1.2833,36.85
Kamukunji,2020-01-20 00:00:00,1,3.51,0.21,68.49,20.06,-1.2833,36.85
Kamukunji,2020-01-21 00:00:00,1.16,3.88,0.16,42.15,21.47,-1.2833,36.85
Kamukunji,2020-01-22 00:00:00,0.93,3.39,0.27,54.21,19.62,-1.2833,36.85
Kamukunji,2020-01-23 00:00:00,1.1,3.97,0.16,49.51,18.76,-1.2833,36.85
Kamukunji,2020-01-24 00:00:00,0.01,0.85,0.12,62.91,24.47,-1.2833,36.85
Kamukunji,2020-01-25 00:00:00,1.25,3.83,0.09,49.61,18.53,-1.2833,36.85
Kamukunji,2020-01-26 00:00:00,1.12,4.35,0.22,49.65,21.02,-1.2833,36.85
Kamukunji,2020-01-27 00:00:00,1.38,4.89,0.13,60.43,24.95,-1.2833,36.85
Kamukunji,2020-01-28 00:00:00,0.92,3.18,0.18,50.79,24.67,-1.2833,36.85
Kamukunji,2020-01-29 00:00:00,0.9,3.25,0.11,54.47,17.05,-1.2833,36.85
Kamukunji,2020-01-30 00:00:00,0.57,2.64,0.13,59.25,24.34,-1.2833,36.85
Kamukunji,2020-01-31 00:00:00,1.16,3.78,0.14,57.49,21.77,-1.2833,36.85
Kamukunji,2020-02-01 00:00:00,0.74,2.59,0.24,54.94,18.83,-1.2833,36.85
Kamukunji,2020-02-02 00:00:00,1.39,4.17,0.28,47.32,20.68,-1.2833,36.85
Kamukunji,2020-02-03 00:00:00,1.16,4.45,0.11,62.86,19.16,-1.2833,36.85
Kamukunji,2020-02-04 00:00:00,0.3,1.22,0.08,59.84,24.91,-1.2833,36.85
Kamukunji,2020-02-05 00:00:00,0.28,1.66,0.22,61.33,21.63,-1.2833,36.85
Kamukunji,2020-02-06 00:00:00,0.1,1.07,0.06,43.3,22.96,-1.2833,36.85
Kamukunji,2020-02-07 00:00:00,0.85,3.21,0.09,57.58,24.86,-1.2833,36.85
Kamukunji,2020-02-08 00:00:00,1.84,6.21,0.23,62.88,22.6,-1.2833,36.85
Kamukunji,2020-02-09 00:00:00,1.17,4.43,0.29,59.08,18.61,-1.2833,36.85
Kamukunji,2020-02-10 00:00:00,1.81,5.49,0.07,52.89,20.97,-1.2833,36.85
Kamukunji,2020-02-11 00:00:00,0.48,1.85,0.29,59.51,19.49,-1.2833,36.85
Kamukunji,2020-02-12 00:00:00,0.82,2.9,0.17,56.74,21.35,-1.2833,36.85
Kamukunji,2020-02-13 00:00:00,0.48,1.88,0.07,41.46,23.57,-1.2833,36.85
Kamukunji,2020-02-14 00:00:00,1.98,6.57,0.25,58.65,23.06,-1.2833,36.85
Kamukunji,2020-02-15 00:00:00,1.08,3.55,0.04,51.5,23.02,-1.2833,36.85
Kamukunji,2020-02-16 00:00:00,1.74,5.32,0.16,57.39,15.07,-1.2833,36.85
Kamukunji,2020-02-17 00:00:00,0.81,3.28,0.18,43.88,24.67,-1.2833,36.85
Kamukunji,2020-02-18 00:00:00,1.31,4.84,0.01,64.94,18.14,-1.2833,36.85
Kamukunji,2020-02-19 00:00:00,1.49,5.32,0,64.87,24.11,-1.2833,36.85
Kamukunji,2020-02-20 00:00:00,0.53,2.6,0.15,45.2,23.11,-1.2833,36.85
Kamukunji,2020-02-21 00:00:00,0.76,2.49,0.29,65.38,22.41,-1.2833,36.85
Kamukunji,2020-02-22 00:00:00,0.76,3.09,0.15,62.66,22.46,-1.2833,36.85
Kamukunji,2020-02-23 00:00:00,0.28,1.15,0.05,41.1,17.83,-1.2833,36.85
Kamukunji,2020-02-24 00:00:00,0.26,1.62,0.05,57.04,23.38,-1.2833,36.85
Kamukunji,2020-02-25 00:00:00,0.21,0.79,0.18,55.76,20.82,-1.2833,36.85
Kamukunji,2020-02-26 00:00:00,0.38,1.42,0.14,43.57,21.55,-1.2833,36.85
Kamukunji,2020-02-27 00:00:00,1.98,6.57,0.23,66.18,22.78,-1.2833,36.85
Kamukunji,2020-02-28 00:00:00,0.47,2.2,0.22,60.02,20.88,-1.2833,36.85
Kamukunji,2020-02-29 00:00:00,0.39,1.53,0.04,63.21,24.97,-1.2833,36.85
Kamukunji,2020-03-01 00:00:00,3.65,11.86,0.62,78.45,27.09,-1.2833,36.85
Kamukunji,2020-03-02 00:00:00,5.25,16.63,0.65,76.21,20.24,-1.2833,36.85
Kamukunji,2020-03-03 00:00:00,5.92,19.62,0.38,86.56,27.56,-1.2833,36.85
Kamukunji,2020-03-04 00:00:00,5.65,21.39,0.43,74.29,21.86,-1.2833,36.85
Kamukunji,2020-03-05 00:00:00,8.02,28.58,0.74,88.55,24.26,-1.2833,36.85
Kamukunji,2020-03-06 00:00:00,3.6,15.37,0.77,70.33,22.94,-1.2833,36.85
Kamukunji,2020-03-07 00:00:00,8.92,27.21,0.4,77.33,20.34,-1.2833,36.85
Kamukunji,2020-03-08 00:00:00,0.31,3.19,0.64,85.08,26.51,-1.2833,36.85
Kamukunji,2020-03-09 00:00:00,3.02,9.08,0.77,79.05,20.78,-1.2833,36.85
Kamukunji,2020-03-10 00:00:00,8.04,27.66,0.69,74.91,27.61,-1.2833,36.85
Kamukunji,2020-03-11 00:00:00,2.17,6.77,0.31,78.27,18.21,-1.2833,36.85
Kamukunji,2020-03-12 00:00:00,9.43,32.12,0.77,63.85,26.35,-1.2833,36.85
Kamukunji,2020-03-13 00:00:00,7.11,25.34,0.64,78.97,18.36,-1.2833,36.85
Kamukunji,2020-03-14 00:00:00,8.84,30.02,0.64,76.44,19.08,-1.2833,36.85
Kamukunji,2020-03-15 00:00:00,8.28,25.34,0.55,66.46,25.96,-1.2833,36.85
Kamukunji,2020-03-16 00:00:00,5.91,18.54,0.42,76.92,26.44,-1.2833,36.85
Kamukunji,2020-03-17 00:00:00,1.53,6.29,0.33,85.5,24.95,-1.2833,36.85
Kamukunji,2020-03-18 00:00:00,0.32,3.28,0.34,60.2,24.55,-1.2833,36.85
Kamukunji,2020-03-19 00:00:00,6.51,21.84,0.57,65.8,21.24,-1.2833,36.85
Kamukunji,2020-03-20 00:00:00,1.33,7.57,0.4,79.89,26.45,-1.2833,36.85
Kamukunji,2020-03-21 00:00:00,1.99,8.33,0.52,88.64,24.02,-1.2833,36.85
Kamukunji,2020-03-22 00:00:00,1.35,6.66,0.77,79.45,25.47,-1.2833,36.85
Kamukunji,2020-03-23 00:00:00,4.22,13.9,0.77,86.06,24.74,-1.2833,36.85
Kamukunji,2020-03-24 00:00:00,5.45,17.74,0.67,77.62,24.41,-1.2833,36.85
Kamukunji,2020-03-25 00:00:00,8.63,29.43,0.75,76.34,22.86,-1.2833,36.85
Kamukunji,2020-03-26 00:00:00,1.24,3.93,0.44,71.72,26.06,-1.2833,36.85
Kamukunji,2020-03-27 00:00:00,8.43,25.59,0.31,72.07,19.22,-1.2833,36.85
Kamukunji,2020-03-28 00:00:00,6.3,20.26,0.51,87.92,21.06,-1.2833,36.85
Kamukunji,2020-03-29 00:00:00,6.56,23.01,0.35,71.79,27.59,-1.2833,36.85
Kamukunji,2020-03-30 00:00:00,9.09,28.59,0.4,72.01,23.31,-1.2833,36.85
Kamukunji,2020-03-31 00:00:00,6.68,24.65,0.79,65.54,26.06,-1.2833,36.85
Kamukunji,2020-04-01 00:00:00,9.09,31.88,0.33,70.4,21.31,-1.2833,36.85
Kamukunji,2020-04-02 00:00:00,5.71,21.55,0.45,77.29,24.32,-1.2833,36.85
Kamukunji,2020-04-03 00:00:00,0.35,4.31,0.4,75.78,19.97,-1.2833,36.85
Kamukunji,2020-04-04 00:00:00,1.91,10.19,0.65,63.92,21.67,-1.2833,36.85
Kamukunji,2020-04-05 00:00:00,4.17,12.62,0.6,68.25,22.15,-1.2833,36.85
Kamukunji,2020-04-06 00:00:00,4.09,13.63,0.63,67.61,20.73,-1.2833,36.85
Kamukunji,2020-04-07 00:00:00,2.5,9.64,0.62,69.55,26.93,-1.2833,36.85
Kamukunji,2020-04-08 00:00:00,3.79,15.88,0.69,79.92,24.46,-1.2833,36.85
Kamukunji,2020-04-09 00:00:00,3.68,12.63,0.32,61.18,24.98,-1.2833,36.85
Kamukunji,2020-04-10 00:00:00,2.91,10.99,0.59,75.02,27.24,-1.2833,36.85
Kamukunji,2020-04-11 00:00:00,1.89,8.8,0.7,69.02,25.96,-1.2833,36.85
Kamukunji,2020-04-12 00:00:00,5.25,19.02,0.73,84.64,27.6,-1.2833,36.85
Kamukunji,2020-04-13 00:00:00,6.34,22.53,0.6,71.91,18.38,-1.2833,36.85
Kamukunji,2020-04-14 00:00:00,7.98,26.91,0.42,69.89,27.08,-1.2833,36.85
Kamukunji,2020-04-15 00:00:00,9.31,29.63,0.33,70.11,26.59,-1.2833,36.85
Kamukunji,2020-04-16 00:00:00,2.22,10.52,0.62,72.8,19.46,-1.2833,36.85
Kamukunji,2020-04-17 00:00:00,7.35,26.57,0.64,71.46,22.42,-1.2833,36.85
Kamukunji,2020-04-18 00:00:00,1.94,7.5,0.31,70.68,21.48,-1.2833,36.85
Kamukunji,2020-04-19 00:00:00,9.32,31.44,0.32,67.21,19.64,-1.2833,36.85
Kamukunji,2020-04-20 00:00:00,6.81,23.69,0.47,80.41,25.61,-1.2833,36.85
Kamukunji,2020-04-21 00:00:00,9.21,32.12,0.61,84.7,23.48,-1.2833,36.85
Kamukunji,2020-04-22 00:00:00,1.54,9.56,0.77,72.1,20.07,-1.2833,36.85
Kamukunji,2020-04-23 00:00:00,6.99,25.95,0.43,61.78,27.93,-1.2833,36.85
Kamukunji,2020-04-24 00:00:00,4.87,18.75,0.41,74.59,26.27,-1.2833,36.85
Kamukunji,2020-04-25 00:00:00,9.34,30.85,0.39,86.39,19.21,-1.2833,36.85
Kamukunji,2020-04-26 00:00:00,7.24,25.47,0.46,84.19,20.4,-1.2833,36.85
Kamukunji,2020-04-27 00:00:00,3.67,12.31,0.74,83.31,18.36,-1.2833,36.85
Kamukunji,2020-04-28 00:00:00,7.63,27.06,0.46,84.83,18.29,-1.2833,36.85
Kamukunji,2020-04-29 00:00:00,9.63,30.47,0.8,67.65,19.36,-1.2833,36.85
Kamukunji,2020-04-30 00:00:00,1.21,4.21,0.64,89.04,22.83,-1.2833,36.85
Kamukunji,2020-05-01 00:00:00,2.17,8.52,0.62,70.74,24.81,-1.2833,36.85
Kamukunji,2020-05-02 00:00:00,1.16,5.4,0.55,64.57,21.47,-1.2833,36.85
Kamukunji,2020-05-03 00:00:00,9.29,28.22,0.34,81.48,19.86,-1.2833,36.85
Kamukunji,2020-05-04 00:00:00,2.51,8.21,0.58,75.17,21.16,-1.2833,36.85
Kamukunji,2020-05-05 00:00:00,9.4,28.61,0.68,77.09,25.33,-1.2833,36.85
Kamukunji,2020-05-06 00:00:00,9.67,29.15,0.78,86.7,20.24,-1.2833,36.85
Kamukunji,2020-05-07 00:00:00,4.17,17.37,0.49,70.86,23.84,-1.2833,36.85
Kamukunji,2020-05-08 00:00:00,1.23,6.97,0.33,85.41,27.63,-1.2833,36.85
Kamukunji,2020-05-09 00:00:00,8.95,31.34,0.48,76.16,20.65,-1.2833,36.85
Kamukunji,2020-05-10 00:00:00,8.34,27.41,0.44,81.91,24.31,-1.2833,36.85
Kamukunji,2020-05-11 00:00:00,3.22,11.89,0.66,60.64,26.92,-1.2833,36.85
Kamukunji,2020-05-12 00:00:00,7.95,27.22,0.79,78.7,27.31,-1.2833,36.85
Kamukunji,2020-05-13 00:00:00,9.52,29.11,0.79,79.61,23.85,-1.2833,36.85
Kamukunji,2020-05-14 00:00:00,8.32,25.24,0.41,65.4,25.76,-1.2833,36.85
Kamukunji,2020-05-15 00:00:00,9.65,31.17,0.42,76.63,18.41,-1.2833,36.85
Kamukunji,2020-05-16 00:00:00,1.46,7.71,0.73,62.39,26,-1.2833,36.85
Kamukunji,2020-05-17 00:00:00,0.59,4.01,0.8,77.3,19.17,-1.2833,36.85
Kamukunji,2020-05-18 00:00:00,8.54,29.68,0.79,65.15,24.5,-1.2833,36.85
Kamukunji,2020-05-19 00:00:00,6.87,24.52,0.35,61.6,27.83,-1.2833,36.85
Kamukunji,2020-05-20 00:00:00,3.37,11.06,0.47,67.48,23.88,-1.2833,36.85
Kamukunji,2020-05-21 00:00:00,1.17,5.96,0.49,81.4,27.63,-1.2833,36.85
Kamukunji,2020-05-22 00:00:00,5.04,15.75,0.8,70.72,24.8,-1.2833,36.85
Kamukunji,2020-05-23 00:00:00,2.4,10.48,0.64,61.59,24.64,-1.2833,36.85
Kamukunji,2020-05-24 00:00:00,5.46,18.13,0.54,89.83,20.78,-1.2833,36.85
Kamukunji,2020-05-25 00:00:00,1.09,6.39,0.44,61.82,25.3,-1.2833,36.85
Kamukunji,2020-05-26 00:00:00,3.5,12.01,0.78,80.84,25.98,-1.2833,36.85
Kamukunji,2020-05-27 00:00:00,4.6,17.69,0.56,74.68,25.8,-1.2833,36.85
Kamukunji,2020-05-28 00:00:00,3.18,10.64,0.76,84.69,25.84,-1.2833,36.85
Kamukunji,2020-05-29 00:00:00,2.15,6.58,0.68,62.27,18.79,-1.2833,36.85
Kamukunji,2020-05-30 00:00:00,1.9,10.57,0.39,82.73,25.48,-1.2833,36.85
Kamukunji,2020-05-31 00:00:00,0.57,3.49,0.33,78.52,19.36,-1.2833,36.85
Kamukunji,2020-06-01 00:00:00,1.82,6.14,0.19,50.92,17.62,-1.2833,36.85
Kamukunji,2020-06-02 00:00:00,1.9,6.46,0.17,43.69,17.28,-1.2833,36.85
Kamukunji,2020-06-03 00:00:00,1.49,4.49,0.03,50.74,17.68,-1.2833,36.85
Kamukunji,2020-06-04 00:00:00,0.91,2.76,0.1,40.04,23.87,-1.2833,36.85
Kamukunji,2020-06-05 00:00:00,1.01,3.56,0.26,43.64,24.71,-1.2833,36.85
Kamukunji,2020-06-06 00:00:00,1.42,4.97,0.11,52.34,18.29,-1.2833,36.85
Kamukunji,2020-06-07 00:00:00,1.57,4.78,0.1,44.59,19.34,-1.2833,36.85
Kamukunji,2020-06-08 00:00:00,1.91,6.28,0.11,60.87,15.38,-1.2833,36.85
Kamukunji,2020-06-09 00:00:00,0.48,1.88,0.08,63.84,16.83,-1.2833,36.85
